,t_ts,tau_fb_ts_1,tau_fb_ts_2,tau_ts_1,tau_ts_2,th_d_ts_1,th_d_ts_2,th_dd_ts_1,th_dd_ts_2,th_ts_1,th_ts_2,ref_th_d_1,ref_th_d_2,ref_th_1,ref_th_2,th_ts_2_rel,th_d_ts_2_rel
24,0.23,22.898324390393334,-6.540278171346775,60.14392266796105,22.623922174888452,0.7453415520061749,0.28305761879432995,0.6119385852357769,-0.9578731938897185,1.3973508580637577,-0.13450067964879384,0.7939689179257932,0.34160891276209215,1.4063686519629734,-0.12924922123765858,-1.5318515377125514,-0.46228393321184497
25,0.24,23.715514273833314,-6.476763255565432,59.36896675023067,22.698306803056887,0.7516759800508637,0.27355554550864564,0.6339378343242126,-0.919677743696455,1.4048355868006923,-0.13171774471663333,0.7988842074217164,0.3294679313891689,1.4143329325690663,-0.12589398850152556,-1.5365533315173256,-0.47812043454221803
26,0.25,24.47781942849622,-6.4338383553006135,58.523393314764036,22.75152309759882,0.7582322521852564,0.26444316632082265,0.6544489272699118,-0.8860555871856979,1.4123847659257356,-0.12902789501765297,0.8037803213977115,0.31751011737376067,1.422346272179361,-0.12265925203370198,-1.5414126609433885,-0.4937890858644337
27,0.26,25.181789974538447,-6.406847734311194,57.603335711337785,22.78826225023959,0.7649955875564903,0.2556746349792031,0.6733727540384353,-0.8557213639288941,1.4200005398092115,-0.12642746265634291,0.8086549370405689,0.3057381379944573,1.4304084673222768,-0.11954316668699194,-1.5464280024655543,-0.5093209525772873
28,0.27,25.82434871475683,-6.391967898995487,56.60533495469153,22.812379958580053,0.7719502047692376,0.24721693868288241,0.690622927669807,-0.8276376305832354,1.4276849000258192,-0.12391317399811819,0.813505854200352,0.29415449615511846,1.4385192919116419,-0.11654386146384921,-1.5515980740239372,-0.5247332660863552
29,0.28,26.402799413571977,-6.386202900590321,55.526350516721166,22.826901768657805,0.7790794504733854,0.23904741779216243,0.7061256966034879,-0.8010131832011327,1.4354396759899362,-0.12148203373447637,0.8183309949778287,0.2827615313481678,1.4466784984715,-0.11365944115578586,-1.5569217097244126,-0.540032032681223
30,0.29,26.91483261298947,-6.387329382490159,54.36376838345231,22.834078520916513,0.7863659265953018,0.23115130277017598,0.7198196136208497,-0.7752869430647997,1.4432665268708067,-0.11913123366565447,0.8231284030335534,0.27156142116922016,1.4548858193553889,-0.11088798797035704,-1.5623977605364612,-0.5552146238251259
31,0.3,27.35852926931055,-6.393807869839074,53.11540666089596,22.835475423598105,0.7937916138466536,0.22351941268707995,0.7316550652935871,-0.7501021309964762,1.4511669347621088,-0.11685808530675461,0.8278962426342611,0.2605561833540605,1.4631409679573837,-0.10822756314036797,-1.5680250200688635,-0.5702722011595737
32,0.31,27.732362426772017,-6.404674420505774,51.779518950344034,22.832080657149994,0.801337990193242,0.21614611236551137,0.7415937425337591,-0.7252747706586755,1.4591421990619597,-0.11465997421625564,0.8326327974530405,0.24974767830756742,1.4714436399123558,-0.10567620851022541,-1.5738021732782155,-0.5851918778277306
33,0.32,28.03519708204917,-6.4194241919447,50.35479565351538,22.824421977531475,0.8089861437757832,0.2090275848400726,0.7496081105622974,-0.7007598250690088,1.4671934320102837,-0.11253433317706965,0.8373364691404022,0.2391376120930972,1.4797935142830774,-0.10323194809466862,-1.5797277651873534,-0.5999585589357106
34,0.33,28.266288340106836,-6.437895924674719,48.84036331514594,22.812682338475888,0.8167168803559761,0.20216044276252274,0.7556809165131575,-0.6766175387057324,1.4753215553282988,-0.11047863095878285,0.8420057756838316,0.22872753985002486,1.4881902547319594,-0.1008927896054419,-1.5858001862870816,-0.6145564375934534
35,0.34,28.425277919469117,-6.460163944644471,47.23578206782404,22.796807948826576,0.8245108257372374,0.195540676663114,0.7598047556732627,-0.6529818712848656,1.483527297907499,-0.10849037328201595,0.8466393495737504,0.21851886960670583,1.4966335106754078,-0.09865672594178321,-1.5920176711895149,-0.6289701490741234
36,0.35000000000000003,28.512189034222413,-6.48644214057208,45.541041212129784,22.776604324432387,0.8323485238100633,0.1891629191209872,0.7619817033714961,-0.6300322960568439,1.4918111945010253,-0.10656711272102767,0.8512359357939648,0.2085128664558852,1.5051229184189414,-0.09652173664094743,-1.598378307222053,-0.643185604689076
37,0.36,28.52741966099065,-6.517002535195049,43.7565529448141,22.751817728312844,0.8402105309306345,0.18301999117151713,0.7622230088655443,-0.6079697113039512,1.5001735853771276,-0.10470646455378793,0.8557943896547348,0.19871065705969718,1.513658102271418,-0.09448578928529905,-1.6048800499309155,-0.6571905397591173
38,0.37,28.47173419057801,-6.552109564787656,41.883144237970455,22.722200894554586,0.8480775072924576,0.17710268979483462,0.7605488401061751,-0.5869967851326761,1.5086146169012846,-0.10290612594289139,0.8603136744864904,0.18911323445168907,1.522238675636872,-0.09254684086283893,-1.611520742844176,-0.6709748174976229
39,0.38,28.34625346469595,-6.591970007694215,39.92204687184841,22.687563102426477,0.8559303058275948,0.17139977213131083,0.7569880637065208,-0.5673027199819525,1.5171342430195476,-0.10116389625823757,0.8647928592120054,0.17972146310389261,1.530864242082675,-0.09070283907836574,-1.618298139277785,-0.6845305336962839
40,0.39,28.15244320611382,-6.6366976390883625,37.87488563120105,22.647805528482436,0.8637500590064007,0.1658980922072508,0.7515780424027874,-0.549052178345282,1.5257322276202245,-0.09947769679525974,0.8692311158145355,0.1705360842276912,1.5395343963828747,-0.08895172361276904,-1.6252099244154843,-0.6978519667991498
41,0.4,27.892100864044767,-6.686291103295838,35.74366468827475,22.602943388402124,0.8715182637183283,0.1605828485398766,0.7443644322976541,-0.5323779456039349,1.534408147753787,-0.09784558857172566,0.8736277167189872,0.16155772127821738,1.5482487255357764,-0.08729142732826833,-1.6322537363255127,-0.7109354151784517
42,0.41000000000000003,27.5673409133815,-6.7406231462094235,33.53075221253797,22.553116727604962,0.8792168642320357,0.1554379052317426,0.735400963720424,-0.5173768078508231,1.5431613976918042,-0.09626578728123616,0.87798203210271,0.15278688563306567,1.5570068097549612,-0.08571987741771636,-1.6394271849730404,-0.7237789590002931
43,0.42,27.18057866512916,-6.7994391959615434,31.238863266592205,22.49859187286131,0.8868283330661092,0.15044615438534992,0.7247491921370283,-0.5041080798693472,1.5519911938048605,-0.09473667482934238,0.8822935271519159,0.14422398241741516,1.5658082234331347,-0.08423499649636179,-1.6467278686342028,-0.7363821786807593
44,0.43,26.734512664215636,-6.862363277089589,28.871041067528676,22.439755559195564,0.894335749462637,0.1455898933160876,0.7124782087417423,-0.492594218662208,1.5608965802370398,-0.09325680717165553,0.8865617592791029,0.1358693164489554,1.5746525360783243,-0.08283470363473588,-1.6541533874086953,-0.7487458561465494
45,0.44,26.232105768935675,-6.928909352391798,26.430636712368166,22.377103636825847,0.9017228750503187,0.14085119568647883,0.6986643037850637,-0.4828229897711745,1.5698764353509527,-0.09182491841031588,0.8907863753161813,0.12772309827753675,1.5835393132221274,-0.08151691533159688,-1.6617013537612686,-0.7608716793638398
46,0.45,25.676565022382402,-6.998496371465535,23.921287483841937,22.311226077731686,0.9089742262136903,0.13621226101108275,0.6833905790246207,-0.4747507067842881,1.5789294789128068,-0.09043992128732332,0.8949671086972794,0.11978545029593556,1.5924681172998185,-0.08027954642610746,-1.66936940020013,-0.7727619652026075
47,0.46,25.07132044012408,-7.070465535533577,21.3468938683487,22.242789770651264,0.9160751426491319,0.13165573177636974,0.6667465087124191,-0.46830613033715585,1.5880542799819986,-0.08910090434476164,0.8991037766444466,0.11205641289977693,1.6014385085022949,-0.07912051094863681,-1.6771551843267603,-0.7844194108727622
48,0.47000000000000003,24.420002849447798,-7.144098539381405,18.711595430723104,22.172520342058085,0.9230118515832227,0.12716497155602158,0.6488274510987012,-0.46339468441333254,1.5972492654644914,-0.08780712610882381,0.9031962773687205,0.1045359506762571,1.6104500455999404,-0.07803772290980238,-1.6850563915733152,-0.7958468800272012
49,0.48,23.726420923905735,-7.218635803831875,16.01974570060125,22.101183988133783,0.929771527149871,0.12272430092361063,0.6297341144714822,-0.45990271939108635,1.606512729284098,-0.08655800670363205,0.907244587298226,0.09722395860300238,1.619502286738633,-0.07702909702756466,-1.69307073598773,-0.8070472262262604
50,0.49,22.994537562518236,-7.29329395162106,13.275886232455898,22.029570063458685,0.9363423444639736,0.11831919067009482,0.6095719832390111,-0.4577016189639519,1.6158428421209579,-0.08535311731929958,0.9112487583442004,0.09012026824002743,1.6285947902082056,-0.07609254939234766,-1.7011959594402575,-0.8180231537938788
51,0.5,22.228445766254012,-7.3672819963360165,10.484720006197268,21.958474955532736,0.9427135279855098,0.11393641386266441,0.5884507105320106,-0.4566516091222408,1.6252376616621556,-0.08419216795346224,0.9152089152150591,0.08322465389947457,1.637727115183805,-0.0752259980703438,-1.7094298296156178,-0.8287771141228454
52,0.51,21.432344165377636,-7.439815901951119,7.651084337609229,21.888687586574555,0.9488753938336665,0.10956415970039039,0.566483484307495,-0.45660518007334994,1.6346951433056893,-0.08307499382304848,0.9191252527878474,0.07653683877943242,1.646898822440669,-0.07442736364528724,-1.7177701371287377,-0.8393112341332761
53,0.52,20.610512350439404,-7.510131327070546,4.7799234683029574,21.820976727693502,0.9548193857811356,0.10519211301451918,0.543786374056285,-0.45741007565649444,1.6442131512559515,-0.08200154080904276,0.9229980335456716,0.07005650104977743,1.6561094750429444,-0.07369456969912136,-1.7262146920649943,-0.8496272727666164
54,0.53,19.76728615726504,-7.5774944927316845,1.8762610034853004,21.75608018599421,0.960538104730258,0.10081150371722448,0.520477665034246,-0.4589118393547978,1.6537894699465374,-0.08097185025624082,0.9268275850889741,0.06378327987954686,1.6653586390072341,-0.07302554323209032,-1.7347613202027783,-0.8597266010130336
55,0.54,18.907033052767687,-7.641211207378151,-1.0548276368646974,21.694695830615956,0.9660253315422074,0.09641513061342302,0.49667718654022625,-0.46095593196921897,1.663421815724564,-0.07998604340640718,0.9306142977278158,0.057716781396947366,1.6746458839416674,-0.0724182150228887,-1.7434078591309712,-0.8696102009287844
56,0.55,18.03412776378086,-7.700634149966512,-4.008242591814842,21.637474356530447,0.9712760431557727,0.09199736384169593,0.4725056402243731,-0.4633894541523911,1.6731078487297166,-0.07904430569984451,0.934358622161651,0.051856584574540385,1.6839707836613131,-0.07187051992957949,-1.752152154429561,-0.8792786793140768
57,0.56,17.152928285940327,-7.75516855599866,-6.978886601442397,21.58501364124622,0.9762864219921459,0.08755412988065785,0.44808393380277417,-0.46606251842022234,1.682845184900911,-0.07814687113937718,0.9380610672524536,0.04620224703366334,1.6933329167808657,-0.07138039713205657,-1.760992056040288,-0.8887322921114881
58,0.5700000000000001,16.267752403773127,-7.804276475331751,-9.96169156572542,21.537854525636106,0.9810538586957848,0.0830828826133691,0.42353252492523136,-0.4688293210464026,1.6926314080436848,-0.07729400687361032,0.9417221978964252,0.04075331076345121,1.7027318672855394,-0.07094579031689374,-1.7699254149172952,-0.8979709760824157
59,0.58,15.382854847077553,-7.84747977908472,-12.95164447517395,21.496477841740166,0.9855769483087347,0.07858256344087,0.39897077934230585,-0.47154896559295223,1.7024640818921761,-0.07648599812391185,0.9453426329989816,0.03550930775122804,1.7121672250812026,-0.07056464780543337,-1.778950080016088,-0.9069943848678647
60,0.59,14.502405202135282,-7.884362089616658,-15.943812574681893,21.461302513821227,0.9898554800170764,0.0740535529209755,0.37451634696471103,-0.4740860878226029,1.7123407621007218,-0.07572313355223281,0.9489230435571533,0.03046976552222836,1.7216385865247856,-0.07023492262603614,-1.7880638956529546,-0.9158019270961009
61,0.6,13.630466689709042,-7.91456979584495,-18.933367628957154,21.432684570716486,0.9938904206439241,0.06949761591361939,0.35028455892993193,-0.4763113273589703,1.7222590081016769,-0.07500569114459912,0.952464150853078,0.025634212587872518,1.7311455549360737,-0.06995457253137971,-1.797264699246276,-0.9243928047303047
62,0.61,12.77097591482621,-7.9378122992004085,-21.915609165285332,21.41091692454038,0.9976838920944023,0.06491784176296166,0.3263878483847631,-0.4781016855979172,1.7322163947679572,-0.07433392466755409,0.9559667247617977,0.02100218380290307,1.7406877410920005,-0.06972155996173823,-1.8065503194355113,-0.9327660503314407
63,0.62,11.92772368633258,-7.953861615736335,-24.88598657698221,21.39622979059868,1.001239142985026,0.06031858065397206,0.302935197366394,-0.47934080272918955,1.7422105238209926,-0.07370805074149606,0.9594315821761766,0.016573225632780145,1.7502647637046014,-0.06953385195513828,-1.8159185745624886,-0.9409205623310539
64,0.63,11.104336996944397,-7.9625514394069725,-27.840119978866184,21.38879164388607,1.0045605147137076,0.05570537695505927,0.2800316119070552,-0.47991917990351823,1.752239034927226,-0.07312823656511301,0.9628595855513875,0.012346901333749294,1.7598762498838143,-0.0693894200052787,-1.825367271492339,-0.9488551377586483
65,0.64,10.304262247065932,-7.963775751761837,-30.773819714382686,21.38871062730767,1.0076534022479136,0.05108490010030457,0.25777762728982345,-0.47973436599710506,1.7622996164289584,-0.07259458831829427,0.9662516415710956,0.008322796048925739,1.7695218355863322,-0.06928623986807336,-1.8348942047472527,-0.956568502147609
66,0.65,9.530749787964544,-7.957487045373924,-33.68310442264349,21.39603634468294,1.0105242099279057,0.046464873372550584,0.23626884523334646,-0.4786911224066993,1.7723900156582142,-0.07210714026632907,0.9696086999371781,0.004500521824632128,1.7792011660517328,-0.06922229131763791,-1.8444971559245433,-0.9640593365553551
67,0.66,8.786839851997396,-7.943694212893348,-36.56421758260029,21.41076198699858,1.0131803025999884,0.04185400081632686,0.2155955046680242,-0.4767015740514276,1.7825080487853602,-0.07166584458525398,0.9729317522845784,0.0008797225520617161,1.7889138962271294,-0.06919555785248876,-1.8541738933706142,-0.9713263017836615
68,0.67,8.075349929424913,-7.922460141091669,-39.41364246088594,21.43282675287839,1.015629952411614,0.03726189242973342,0.1958420876710487,-0.4736853503860495,1.7926516101574428,-0.07127056192632392,0.9762218312226796,-0.002539921159889643,1.798659691181602,-0.06920402635267608,-1.8639221720837666,-0.9783680599818805
69,0.68,7.398863642959319,-7.893899039629804,-42.22811539948353,21.4621185338403,1.0178822816162463,0.03269898774808044,0.17708696204269322,-0.46956971675183834,1.8028186810846099,-0.07092105273627479,0.9794800095044218,-0.0057586871740415,1.8084382265116807,-0.06924568668850384,-1.8737397338208845,-0.9851832938681658
70,0.6900000000000001,6.75972116257626,-7.858173527544476,-45.00463738931969,21.498476841614227,1.0199472017511548,0.028176477930358726,0.15940206191907297,-0.4642896938166867,1.8130073380365328,-0.07061696934892855,0.9827073993242386,-0.00877680706934717,1.8182491887391667,-0.06931853128142729,-1.8836243073854613,-0.9917707238207961
71,0.7000000000000001,6.160011194234071,-7.815491496163618,-47.7404838861445,21.541695959040915,1.021835349565775,0.023706226483442495,0.1428526077198967,-0.4577881610689281,1.8232157602144543,-0.07035784886246478,0.9859051517457943,-0.011594461432440145,1.8280922757025704,-0.06942055461763541,-1.893573609076919,-0.9981291230823326
72,0.71,5.601564567198314,-7.766102765266658,-50.43321283544376,21.591528297925883,1.0235580200918197,0.01930068880042281,0.1274968666177769,-0.4500159393199523,1.8334422364683247,-0.07014310681512692,0.9890744562604377,-0.014211775187788996,1.837967196943493,-0.06954975271475039,-1.9035853432834515,-1.004257331291397
73,0.72,5.085949435389425,-7.7102955489656955,-53.080670883889844,21.647687947519614,1.0251270972587994,0.014972830740856301,0.11338595458168535,-0.44093184670957003,1.843685171532466,-0.06997203167011337,0.9922165404772347,-0.01662881295745129,1.847873674089239,-0.0697041225419861,-1.9136572032025794,-1.010154266517943
74,0.73,4.614468098983693,-7.648392749033817,-55.68099776553793,21.70985439600085,1.0265549824697628,0.010736046536504344,0.10056368089275627,-0.4305027228095547,1.853943091557292,-0.06984378011784703,0.9953326699454546,-0.018845574440839213,1.8578114412329993,-0.06988166139400498,-1.9237868716751392,-1.0158189359332586
75,0.74,4.188155443078223,-7.580748095458079,-58.23262886192726,21.777676405243568,1.0278545215617114,0.00660407636070518,0.08906643585004208,-0.4187034158667934,1.864214648918812,-0.06975737320070957,0.9984241481103708,-0.020861989804452738,1.8677802453129182,-0.07008036621864155,-1.9339720221195216,-1.0212504452010063
76,0.75,3.8077789809714213,-7.507742156669828,-60.73429594604619,21.850776016428014,1.0290389305829615,0.0025909239494269665,0.07892312218423182,-0.4055167289664862,1.8744986262919223,-0.06971169326169638,1.0014923164033185,-0.02267791507104402,1.8777798464913902,-0.070298232898522,-1.9442103195536187,-1.0264480066335344
77,0.76,3.473840480320578,-7.429778244826335,-63.18502613094658,21.928752661090357,1.0301217208255677,-0.0012892252956364346,0.07015513047401631,-0.3909333218244116,1.8847939399778468,-0.069705481714356,1.0045385544669836,-0.024293127497244684,1.8878100185359363,-0.07053325548652856,-1.954499421692203,-1.0314109461212042
78,0.77,3.1865791413157263,-7.347278244323907,-65.58413905443469,22.011187349355843,1.0311166235544875,-0.005022085258728146,0.06277635862061558,-0.3749515659279867,1.8950996424804796,-0.06973733762691028,1.0075642805170115,-0.025707320928275452,1.8978705492030112,-0.0707834253949371,-1.96483698010739,-1.0361387088132157
79,0.78,2.9459762870844175,-7.2606783942669395,-67.93124234168135,22.097646904514725,1.0320375148763252,-0.008593348630704874,0.05679327518206979,-0.3575773517949951,1.9054149243308103,-0.06980571710870598,1.010570951841114,-0.026920101117952185,1.907961240626113,-0.07104673053793498,-1.9752206414395164,-1.04063086350703
80,0.79,2.7517615178871413,-7.170425057736529,-70.22622539769846,22.187688210942078,1.0328983411890738,-0.011988764501098776,0.052205026103900834,-0.33882384815462624,1.9157391151630287,-0.06990893348223129,1.0135600654369994,-0.027930981001816714,1.918081909709576,-0.07132115442712017,-1.9856480486452601,-1.0448871056901725
81,0.8,2.603420272338508,-7.0769705121526805,-72.46925159135246,22.28086244087648,1.0337130456501455,-0.015194213522569004,0.04900358411280192,-0.3187112138004978,1.926071684050299,-0.07004515821894662,1.0165331587905826,-0.028739375910856204,1.9282323885294463,-0.07160467521943925,-1.9961168422692455,-1.0489072591727147
82,0.81,2.500202730916512,-6.9807687958827636,-74.6607489018951,22.37671922468231,1.0344954960931154,-0.01819578015697282,0.04717393976530773,-0.29726626373550774,1.9364122391125338,-0.07021242261222865,1.019491810796088,-0.02934459871293421,1.9384125247428434,-0.07189526471691376,-2.0066246617247625,-1.0526912762500882
83,0.8200000000000001,2.4411339895802353,-6.8822716464489675,-76.80139910769708,22.474810728992797,1.035259414813917,-0.020979821529340578,0.04669433287161661,-0.2745220919931322,1.9467605264127505,-0.07040862015590325,1.0224376428198454,-0.029745854868694438,1.9486221820072442,-0.07219088731736978,-2.0171691465686536,-1.0562392363432576
84,0.8300000000000001,2.4250254242700997,-6.781924565037212,-78.89212560510227,22.574695607758883,1.0360183106347733,-0.0235330324408503,0.04753652274824311,-0.25051765411440047,1.9571164281627387,-0.07063150959222786,1.0253723199097395,-0.029942237388411105,1.9588612404111254,-0.07248949891523315,-2.0277479377549663,-1.0595513430756236
85,0.84,2.450487160696979,-6.680163041016951,-80.93407995278291,22.67594279220506,1.036785413638951,-0.02584250612274608,0.04966609549227836,-0.2252973128205616,1.9674799602627728,-0.07087871858884745,1.0282975521524786,-0.029932721675904633,1.969129596917445,-0.07278904575134959,-2.0383586788516204,-1.062627919761697
86,0.85,2.515941557932022,-6.577408968232579,-82.92862724387192,22.77813508763055,1.037573612951557,-0.02789579034967478,0.053042806224188305,-0.19891035075702743,1.9778512692039476,-0.07114774800024867,1.03121509618103,-0.029716160245387997,1.97942716582144,-0.0730874632106131,-2.048999017204196,-1.0654694033012317
87,0.86,2.6196376091577545,-6.474067282660645,-84.87733041419979,22.880872547155324,1.0383953979212093,-0.029680938570855794,0.05762095401089911,-0.17141045449860642,1.9882306283653595,-0.07143597666561857,1.0341267568347683,-0.029291277296811604,1.9897538792242604,-0.07338267456607239,-2.059666605030978,-1.0680763364920651
88,0.87,2.759666158419072,-6.3705228482697995,-86.78193360028054,22.983775595268078,1.0392628030345978,-0.031186555760622826,0.06334978696368194,-0.14285517417743956,1.9986184337417967,-0.07174066669181295,1.037034388975085,-0.028656663135009457,2.000109687523982,-0.07367258966801904,-2.0703591004336097,-1.0704493587952206
89,0.88,2.9339758283875472,-6.267137614789831,-88.64434466520137,23.086487877170182,1.0401873568709072,-0.03240183873473518,0.07017393480674089,-0.11330536317466146,2.0090151991407925,-0.07205896916737631,1.039939899459377,-0.02781076841773105,2.010494559925563,-0.07395510357642765,-2.081074168308169,-1.0725891956056424
